id,termfrom,termto
1cc8cede-d297-47f3-8c12-5c7f2ec23dd3,02,01
3abefd4f-f1b3-4abd-9896-ccd33890a982,03,01
1dbd27d9-04b3-496c-8705-8fe0680beb3d,03,01
umq2476eue3s5cnhoqts88j4dq7i9nfjfv5lgpg1,03,01
loq9lvnplrvai7j6s9io1nja5b5m267llrqmcm01,03,01
5273b2a0-9919-4d79-8604-078ea92d83b3,02,01
ae3c4859-8580-45f7-bcad-c575faeb40f5,02,01			
b4271abd-dde5-4b55-acd1-f2d95dfbd155,02,01			
c2cb01f7-5aa0-4a33-b59c-f6937417b27c,02,01
004411e5-a80b-44b4-9fba-136474273969,03,01
d7988cbf-833f-4f36-a0b0-b061a5404894,03,01			
dlbejrqpgnhod69pfefa2h0sr4s97f3fce31aao1,03,01			
di0beumjkghfncraqe3tibsess3aqfd8f651i9o1,03,01
3d4e9450-52a1-4a75-b771-ba61aafd9ca6,02,01
u8o1eq0uhbpoa983tajpu6hgkt3ep4ipb8c8nd81,04,01
cqmdfmsu1qmnn652tpinvjcnbath1rkqi16dvo81,04,01
gj291i63illp1mje6uvpfepp5j6mcca4jl1d3ro1,02,01			
2ac06ffc-5780-4408-9cee-cfee6acf4142,02,01
7ad554ee-ee57-48da-ac07-7695e7df64a3,02,01			
2bfddf1e-2d66-4718-8ba5-8b82acfe504e,02,01			
e06b6274-8682-4d79-8527-96e9558caed4,02,01			
68687441-2594-4607-bd4a-930d8078afe8,02,01			
bfa56500-61be-4459-944f-64597ab1bbf1,03,01
6ec0276f-99a5-45a2-82ea-44396577001b,03,01			
960892a6-3d6f-4d0c-a70b-eb4cb1bd6bc8,02,01
eab5b8c4-0f9b-4403-8b5b-129719078e4f,03,01
93011934-80b1-4f07-a870-1a190e5b7a08,03,01			
le76qagb7qjg8kt0cdsuf5h4pkm8e5s24059j9o1,03,01			
ri3cnu17lm2k2ql4lbqinhjgh1ks581hsesik501,03,01			
4442b09b-53a2-4338-8343-92d17555795a,02,01
5972f35f-c69f-4f11-89e8-5e0ca572a5a2,02,01			
o60jkas3313ochbu218d6depponobofnlgpa37o1,03,01			
8q2llsubbs8k88kmk0shsp3333sl5cf6ud8s5v01,03,01			
ju6e5oi5k43oud9jr2vc62johpns96690ftmglg1,03,01			
02qfpjfg94q4d5v87kq2rth6g1gsl7f8gopa37o1,03,01			
ab69efc7-7482-4af7-ac8d-8a9dab6a4da2,02,01			
d3500d5a-6642-4270-ac97-e031f9fe9499,02,01			
4d891e77-a623-4171-812c-5bfcf38d6c05,02,01			
01858079-5008-425d-8bd5-c77758faa396,02,01			
b3675150-75fc-44bc-9044-f7efa326a506,02,01			
e8919698-7128-49c2-bf0b-528b3e539eba,03,01
1goqs6ka4q7c4f6hlvle4r6dfiejcaa8h4gr5301,03,01			
9ocvakon1t2bgc5bfgfq4nuq5r7m8o18ggvqp4g1,03,01			
36fm4267n999pu1ee5uo397g0bhkhje6ni0h4b01,03,01			
8190f5de-cee9-4e12-9805-7adca767d892,02,01
3ad223a1-195a-42c2-aaa2-3512b9c5962c,02,01
4058ab9a-8bc7-4c82-ba3a-884a68f297bb,02,01
cafb4441-1af4-4eb1-8a97-72b46263f0b5,02,01
0656b413-75b4-43a4-bf01-fe06408b1c2f,02,01
9dfe4285-e11a-4ce9-ae05-521532180859,02,01
78acb229-a0c7-4808-be6b-7436a89758e7,03,01
cb51c689-1b9a-4498-b3e6-2b7901eca700,03,01
jtn7s88mf9uhabi63678pamnh9ls0ob5qk7pp8g1,03,01
06317526-4f1b-4dad-9581-7ae31ecc7e94,02,01
ce33ccf8-6afc-4e07-9f0e-da1dbd815e3d,02,01
